ResponseID,Cluster,Did you pursue further training after placing your first dental implant?,"If Yes, this was CE ","If Yes, this was: None","If Yes, this was: Other","If Yes, this was: Uni1yr","If Yes, this was: Uni2yr","If Yes, this was: Uni3yr","If Yes, this was: ",Challenge.Anasthesia,Challenge.Implant.position,Challenge.Incision,Challenge.No.information,Challenge.prep.osteotomy,Challenge.reflection,Challenge.suturing,Challenge.other,Challenge,Reflection.Ad.prep,Reflection.Some.prep,Reflection.not.prep,Reflection.no.infromation,Reflection
R_2rOXfl6Gr9GtbML,2,Yes,0,0,0,1,0,0,University.1.yr,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_3D5EH48OmAj9i1D,5,Yes,0,0,0,1,0,0,University.1.yr,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_3lxEvAYnWggwbwK,2,Yes,0,0,0,1,0,0,University.1.yr,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_3maAPxCuv18t04j,5,Yes,0,0,0,1,0,0,University.1.yr,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_AhPm2v3IWrAiUDL,2,Yes,0,0,0,1,0,0,University.1.yr,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_w1Sr9exABqQKGAx,3,Yes,0,0,0,1,0,0,University.1.yr,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_210p6bC3qlP8eYH,3,Yes,0,0,0,0,1,0,University.2.yr,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_2OHf4uRbHQYOf0I,2,Yes,0,0,0,0,1,0,University.2.yr,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_2rBGLP2KmeOEu0i,5,Yes,0,0,0,0,1,0,University.2.yr,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_2Ua1s55RcmlcDOl,2,Yes,0,0,0,0,1,0,University.2.yr,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_3e2cqrYhfJxtjOY,3,Yes,0,0,0,0,1,0,University.2.yr,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_3EuQkc7znmFyeJJ,4,Yes,0,0,0,0,1,0,University.2.yr,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_vlgwML8Qt1r2329,2,Yes,0,0,0,0,1,0,University.2.yr,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_11cPtsh6IZn3SRn,4,Yes,0,0,0,0,0,1,University.3.yr,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_1kHzjZFSHXcIzKd,3,Yes,0,0,0,0,0,1,University.3.yr,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_1KwFNjup5rh49eg,3,Yes,0,0,0,0,0,1,University.3.yr,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_1OwUJJCf3kvJLhx,5,Yes,0,0,0,0,0,1,University.3.yr,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_26l2BdqBV4hsfoW,4,Yes,0,0,0,0,0,1,University.3.yr,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_27P70o6yMs1aq8D,5,Yes,0,0,0,0,0,1,University.3.yr,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_2wajhCT43Takxqn,4,Yes,0,0,0,0,0,1,University.3.yr,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_2wBLtYRzfbFDQr8,4,Yes,0,0,0,0,0,1,University.3.yr,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_2wQRW01aqs2cDzP,4,Yes,0,0,0,0,0,1,University.3.yr,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_2ykYhA8nXk5u6wC,1,Yes,0,0,0,0,0,1,University.3.yr,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_33ehpZotou1IXN1,3,Yes,0,0,0,0,0,1,University.3.yr,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_3DoHEBUDPzgpW70,5,Yes,0,0,0,0,0,1,University.3.yr,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_3ikvXXWLBeeQjSL,4,Yes,0,0,0,0,0,1,University.3.yr,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_3Kp61zYQyRaXrzN,4,Yes,0,0,0,0,0,1,University.3.yr,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_3qPUMJrAsVlzpqE,3,Yes,0,0,0,0,0,1,University.3.yr,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_7O3kBWM6Wvj8jqF,4,Yes,0,0,0,0,0,1,University.3.yr,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_AcfkljFkIR8iDe1,4,Yes,0,0,0,0,0,1,University.3.yr,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_cumsasLuaPt85eF,4,Yes,0,0,0,0,0,1,University.3.yr,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_r2ABLNdBdvqNQLD,2,Yes,0,0,0,0,0,1,University.3.yr,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_8fcj6YXlUBujQGJ,5,No,0,1,0,0,0,0,None,0,0,1,0,0,0,0,0,Incision,1,0,0,0,Adequately.prepared
R_uyrXHObj6VR3TP3,5,No,0,1,0,0,0,0,None,0,0,1,0,0,0,0,0,Incision,1,0,0,0,Adequately.prepared
R_1XrCFPnQyBISXPr,5,Yes,0,0,1,0,0,0,Other,0,0,1,0,0,0,0,0,Incision,1,0,0,0,Adequately.prepared
R_2c2vnCG2Cx0Arf5,1,Yes,0,0,1,0,0,0,Other,0,0,1,0,0,0,0,0,Incision,1,0,0,0,Adequately.prepared
R_3knXNJQleYpuqMQ,2,Yes,0,0,1,0,0,0,Other,0,0,1,0,0,0,0,0,Incision,1,0,0,0,Adequately.prepared
R_3nvnmiUOO0rP13m,5,Yes,0,0,1,0,0,0,Other,0,0,1,0,0,0,0,0,Incision,1,0,0,0,Adequately.prepared
R_3prKaGPhhBrEYr7,2,Yes,0,0,1,0,0,0,Other,0,0,1,0,0,0,0,0,Incision,1,0,0,0,Adequately.prepared
R_pmxN5nVUsavC4fv,2,Yes,0,0,1,0,0,0,Other,0,0,1,0,0,0,0,0,Incision,1,0,0,0,Adequately.prepared
R_rouG00RW99V5XIR,3,Yes,0,0,1,0,0,0,Other,0,0,1,0,0,0,0,0,Incision,1,0,0,0,Adequately.prepared
R_XAGhWDftoAN7FQZ,1,Yes,0,0,0,1,0,0,University.1.yr,0,0,1,0,0,0,0,0,Incision,1,0,0,0,Adequately.prepared
R_10UGQukeavlWXCA,2,Yes,0,0,0,0,0,1,University.3.yr,0,0,1,0,0,0,0,0,Incision,1,0,0,0,Adequately.prepared
R_2zBbkNrcPyVZXZm,2,Yes,0,0,0,0,0,1,University.3.yr,0,0,1,0,0,0,0,0,Incision,1,0,0,0,Adequately.prepared
R_3COWsUXxtFIiGKP,5,Yes,0,0,0,0,0,1,University.3.yr,0,0,1,0,0,0,0,0,Incision,1,0,0,0,Adequately.prepared
R_PG5aE9OzalBgyU9,1,Yes,0,0,0,0,0,1,University.3.yr,0,0,1,0,0,0,0,0,Incision,1,0,0,0,Adequately.prepared
R_1N4jMxQE8bWUg8E,5,No,0,1,0,0,0,0,None,0,0,1,0,0,0,0,0,Incision,0,0,1,0,Not.adequately.prepared
R_2e57kiMt3gwZ7FP,3,No,0,1,0,0,0,0,None,0,0,1,0,0,0,0,0,Incision,0,0,1,0,Not.adequately.prepared
R_2eR4CO4KLja9JGe,5,No,0,1,0,0,0,0,None,0,0,1,0,0,0,0,0,Incision,0,0,1,0,Not.adequately.prepared
R_2s4phoWlclBSB8C,5,No,0,1,0,0,0,0,None,0,0,1,0,0,0,0,0,Incision,0,0,1,0,Not.adequately.prepared
R_Y3QmhmYby2v3PAR,5,No,0,1,0,0,0,0,None,0,0,1,0,0,0,0,0,Incision,0,0,1,0,Not.adequately.prepared
R_1f0JXfMZMFzbJP5,1,Yes,0,0,1,0,0,0,Other,0,0,1,0,0,0,0,0,Incision,0,0,1,0,Not.adequately.prepared
R_3KJAKgaujGeqDqK,5,Yes,0,0,1,0,0,0,Other,0,0,1,0,0,0,0,0,Incision,0,0,1,0,Not.adequately.prepared
R_BGoeP4LPotpe7Op,2,Yes,0,0,1,0,0,0,Other,0,0,1,0,0,0,0,0,Incision,0,0,1,0,Not.adequately.prepared
R_3phdfFffpp7pZX7,5,Yes,1,0,0,0,0,0,CE,0,0,1,0,0,0,0,0,Incision,0,1,0,0,Somewhat.prepared
R_1mgVQKMszKIURh7,5,No,0,1,0,0,0,0,None,0,0,1,0,0,0,0,0,Incision,0,1,0,0,Somewhat.prepared
R_1pWDmCgqFmTvz6h,5,No,0,1,0,0,0,0,None,0,0,1,0,0,0,0,0,Incision,0,1,0,0,Somewhat.prepared
R_3qTFv2DOINWCnsS,2,No,0,1,0,0,0,0,None,0,0,1,0,0,0,0,0,Incision,0,1,0,0,Somewhat.prepared
R_OBiXP1jTPzOIuhr,3,No,0,1,0,0,0,0,None,0,0,1,0,0,0,0,0,Incision,0,1,0,0,Somewhat.prepared
R_qJXArL4uIXTNCSt,5,No,0,1,0,0,0,0,None,0,0,1,0,0,0,0,0,Incision,0,1,0,0,Somewhat.prepared
R_svzrTDW1hIoGFhv,5,No,0,1,0,0,0,0,None,0,0,1,0,0,0,0,0,Incision,0,1,0,0,Somewhat.prepared
R_1Iyid0tLgVP4sfo,2,Yes,0,0,1,0,0,0,Other,0,0,1,0,0,0,0,0,Incision,0,1,0,0,Somewhat.prepared
R_2rBNfxfQsnr3VmG,2,Yes,0,0,1,0,0,0,Other,0,0,1,0,0,0,0,0,Incision,0,1,0,0,Somewhat.prepared
R_331EroyaJi4xuHg,2,Yes,0,0,1,0,0,0,Other,0,0,1,0,0,0,0,0,Incision,0,1,0,0,Somewhat.prepared
R_3EpbfxkztibiC37,2,Yes,0,0,1,0,0,0,Other,0,0,1,0,0,0,0,0,Incision,0,1,0,0,Somewhat.prepared
R_3eqvvC94dmpyHt4,3,Yes,0,0,1,0,0,0,Other,0,0,1,0,0,0,0,0,Incision,0,1,0,0,Somewhat.prepared
R_3iKn6ITKqWFfi3P,1,Yes,0,0,1,0,0,0,Other,0,0,1,0,0,0,0,0,Incision,0,1,0,0,Somewhat.prepared
R_BD2cXz7erp8CQY9,3,Yes,0,0,1,0,0,0,Other,0,0,1,0,0,0,0,0,Incision,0,1,0,0,Somewhat.prepared
R_zclTLkuFKQQJeA9,2,Yes,0,0,1,0,0,0,Other,0,0,1,0,0,0,0,0,Incision,0,1,0,0,Somewhat.prepared
R_1F3doTJynPmf2Sg,5,Yes,0,0,0,1,0,0,University.1.yr,0,0,1,0,0,0,0,0,Incision,0,1,0,0,Somewhat.prepared
R_2v5IbudARYhNEN5,2,Yes,0,0,0,0,1,0,University.2.yr,0,0,1,0,0,0,0,0,Incision,0,1,0,0,Somewhat.prepared
R_WoFqXwzVEwBxe5r,2,Yes,0,0,0,0,0,1,University.3.yr,0,0,1,0,0,0,0,0,Incision,0,1,0,0,Somewhat.prepared
R_7Tyrsv4hWbNSIjX,2,No,0,1,0,0,0,0,None,0,0,0,1,0,0,1,0,No.information,1,0,0,0,Adequately.prepared
R_1luSlzMMSB3z59G,4,Yes,0,0,1,0,0,0,Other,0,0,0,1,0,0,1,0,No.information,1,0,0,0,Adequately.prepared
R_u5671n9CK1vs2EF,4,Yes,0,0,1,0,0,0,Other,0,0,0,1,0,0,1,0,No.information,1,0,0,0,Adequately.prepared
R_u3vVj9rcyF31hHr,1,Yes,0,0,0,1,0,0,University.1.yr,0,0,0,1,0,0,1,0,No.information,1,0,0,0,Adequately.prepared
R_1IuT40b11Mmh4V3,5,Yes,1,0,0,0,0,0,CE,0,0,0,1,0,0,0,0,No.information,0,0,0,1,No.information
R_1mgxHhQqyELvuLq,5,Yes,1,0,0,0,0,0,CE,0,0,0,1,0,0,0,0,No.information,0,0,0,1,No.information
R_2Uci2qEHXcabjLp,5,Yes,1,0,0,0,0,0,CE,0,0,0,1,0,0,0,0,No.information,0,0,0,1,No.information
R_0ofDsiHyvPAL9x7,5,No,0,1,0,0,0,0,None,0,0,0,1,0,0,0,0,No.information,0,0,0,1,No.information
R_1CftTocnAQgzMml,5,No,0,1,0,0,0,0,None,0,0,0,1,0,0,0,0,No.information,0,0,0,1,No.information
R_1Dr1dyf7UfiWltP,1,No,0,1,0,0,0,0,None,0,0,0,1,0,0,0,0,No.information,0,0,0,1,No.information
R_1E1lunBrOZTHlIW,2,Yes,0,1,0,0,0,0,None,0,0,0,1,0,0,0,0,No.information,0,0,0,1,No.information
R_1ewyARVRHvN8LQy,5,No,0,1,0,0,0,0,None,0,0,0,1,0,0,0,0,No.information,0,0,0,1,No.information
R_1Fb26vlOOy9l4z4,5,No,0,1,0,0,0,0,None,0,0,0,1,0,0,0,0,No.information,0,0,0,1,No.information
R_1fiOtfwJFPdx9SR,3,No,0,1,0,0,0,0,None,0,0,0,1,0,0,0,0,No.information,0,0,0,1,No.information
R_1gbEt6RkV32iAMm,4,No,0,1,0,0,0,0,None,0,0,0,1,0,0,0,0,No.information,0,0,0,1,No.information
R_1ghJYMtgWfkgTtq,5,No,0,1,0,0,0,0,None,0,0,0,1,0,0,0,0,No.information,0,0,0,1,No.information
R_1GHzEG7vxbqSaNq,5,No,0,1,0,0,0,0,None,0,0,0,1,0,0,0,0,No.information,0,0,0,1,No.information
R_1gvedSEVsGuLEQ0,5,Yes,0,1,0,0,0,0,None,0,0,0,1,0,0,0,0,No.information,0,0,0,1,No.information
R_1GZaa5LaRnzKTUq,5,No,0,1,0,0,0,0,None,0,0,0,1,0,0,0,0,No.information,0,0,0,1,No.information
R_1HQyLD3rDho2imB,2,Yes,0,1,0,0,0,0,None,0,0,0,1,0,0,0,0,No.information,0,0,0,1,No.information
R_1K7HmaNxM4NajFw,5,No,0,1,0,0,0,0,None,0,0,0,1,0,0,0,0,No.information,0,0,0,1,No.information
R_1kHc1bQKG8EB6Gi,5,No,0,1,0,0,0,0,None,0,0,0,1,0,0,0,0,No.information,0,0,0,1,No.information
R_1KxwrgIWni9BLfT,2,No,0,1,0,0,0,0,None,0,0,0,1,0,0,0,0,No.information,0,0,0,1,No.information
R_1Lpdmrai25kmXsL,5,Yes,0,1,0,0,0,0,None,0,0,0,1,0,0,0,0,No.information,0,0,0,1,No.information
R_1lztQObstCEUbXO,1,No,0,1,0,0,0,0,None,0,0,0,1,0,0,0,0,No.information,0,0,0,1,No.information
R_1o5tB0Y5MKvPuTD,1,Yes,0,1,0,0,0,0,None,0,0,0,1,0,0,0,0,No.information,0,0,0,1,No.information
R_1pDmcrgL63UyorE,5,No,0,1,0,0,0,0,None,0,0,0,1,0,0,0,0,No.information,0,0,0,1,No.information
R_1Q9NIhIaMKBceMq,5,No,0,1,0,0,0,0,None,0,0,0,1,0,0,0,0,No.information,0,0,0,1,No.information
R_23UHvOFhFySjbBY,5,No,0,1,0,0,0,0,None,0,0,0,1,0,0,0,0,No.information,0,0,0,1,No.information
R_24dQFVrUq3oWK9p,5,No,0,1,0,0,0,0,None,0,0,0,1,0,0,0,0,No.information,0,0,0,1,No.information
R_26mUeqj9f9OyKuf,3,No,0,1,0,0,0,0,None,0,0,0,1,0,0,0,0,No.information,0,0,0,1,No.information
R_28J8xFPl81jRzTq,2,Yes,0,1,0,0,0,0,None,0,0,0,1,0,0,0,0,No.information,0,0,0,1,No.information
R_2aCAPsZTaXkyRYr,3,No,0,1,0,0,0,0,None,0,0,0,1,0,0,0,0,No.information,0,0,0,1,No.information
R_2arwlHP38q0WlUF,5,Yes,0,1,0,0,0,0,None,0,0,0,1,0,0,0,0,No.information,0,0,0,1,No.information
R_2CdNVzZWtlWcyuf,5,Yes,0,1,0,0,0,0,None,0,0,0,1,0,0,0,0,No.information,0,0,0,1,No.information
R_2ciucZCtiGYgZAr,3,Yes,0,1,0,0,0,0,None,0,0,0,1,0,0,0,0,No.information,0,0,0,1,No.information
R_2CJ8wokyXUu6Lbe,3,Yes,0,1,0,0,0,0,None,0,0,0,1,0,0,0,0,No.information,0,0,0,1,No.information
R_2dgXcVxXSJmnEUQ,5,Yes,0,1,0,0,0,0,None,0,0,0,1,0,0,0,0,No.information,0,0,0,1,No.information
R_2dsS0bzf8stpIOk,5,No,0,1,0,0,0,0,None,0,0,0,1,0,0,0,0,No.information,0,0,0,1,No.information
R_2Eabws9w2sSHBIo,2,Yes,0,1,0,0,0,0,None,0,0,0,1,0,0,0,0,No.information,0,0,0,1,No.information
R_2OVWN20ISclkh4d,2,No,0,1,0,0,0,0,None,0,0,0,1,0,0,0,0,No.information,0,0,0,1,No.information
R_2QL3AHeNABFGXEs,3,Yes,0,1,0,0,0,0,None,0,0,0,1,0,0,0,0,No.information,0,0,0,1,No.information
R_2Qtg1reX6tMJQYR,3,No,0,1,0,0,0,0,None,0,0,0,1,0,0,0,0,No.information,0,0,0,1,No.information
R_2Raml8QLvotTFLL,5,No,0,1,0,0,0,0,None,0,0,0,1,0,0,0,0,No.information,0,0,0,1,No.information
R_2rNL5ZIUqs2BD7d,2,Yes,0,1,0,0,0,0,None,0,0,0,1,0,0,0,0,No.information,0,0,0,1,No.information
R_2TLfHH6M9Jrr5ep,5,No,0,1,0,0,0,0,None,0,0,0,1,0,0,0,0,No.information,0,0,0,1,No.information
R_2wt1PQfvmtGWiYS,1,No,0,1,0,0,0,0,None,0,0,0,1,0,0,0,0,No.information,0,0,0,1,No.information
R_2WYUtdWeUSjzFwb,3,No,0,1,0,0,0,0,None,0,0,0,1,0,0,0,0,No.information,0,0,0,1,No.information
R_2X5KOm9lfatOdp3,5,No,0,1,0,0,0,0,None,0,0,0,1,0,0,0,0,No.information,0,0,0,1,No.information
R_33BXaXmbLKej5S9,1,Yes,0,1,0,0,0,0,None,0,0,0,1,0,0,0,0,No.information,0,0,0,1,No.information
R_33ybx2qYESj3atZ,5,No,0,1,0,0,0,0,None,0,0,0,1,0,0,0,0,No.information,0,0,0,1,No.information
R_3dJQAPC3YhSkADx,3,No,0,1,0,0,0,0,None,0,0,0,1,0,0,0,0,No.information,0,0,0,1,No.information
R_3EiiruhbCjC5kwp,3,No,0,1,0,0,0,0,None,0,0,0,1,0,0,0,0,No.information,0,0,0,1,No.information
R_3f0l9QDiQbHV4EZ,2,Yes,0,1,0,0,0,0,None,0,0,0,1,0,0,0,0,No.information,0,0,0,1,No.information
R_3FRoMJWMJ1YWK5U,5,No,0,1,0,0,0,0,None,0,0,0,1,0,0,0,0,No.information,0,0,0,1,No.information
R_3jT1Tlai7DfUPDH,4,No,0,1,0,0,0,0,None,0,0,0,1,0,0,0,0,No.information,0,0,0,1,No.information
R_3lPqSn9P4e1yNSD,5,No,0,1,0,0,0,0,None,0,0,0,1,0,0,0,0,No.information,0,0,0,1,No.information
R_3q7mxiVkRfzMCKE,1,Yes,0,1,0,0,0,0,None,0,0,0,1,0,0,0,0,No.information,0,0,0,1,No.information
R_3qa276HUe2R3uGv,5,No,0,1,0,0,0,0,None,0,0,0,1,0,0,0,0,No.information,0,0,0,1,No.information
R_3qepWv9JPX6ieho,3,Yes,0,1,0,0,0,0,None,0,0,0,1,0,0,0,0,No.information,0,0,0,1,No.information
R_3qldP042aGH5Dza,5,No,0,1,0,0,0,0,None,0,0,0,1,0,0,0,0,No.information,0,0,0,1,No.information
R_3qwVXhw0FxyqmoD,5,Yes,0,1,0,0,0,0,None,0,0,0,1,0,0,0,0,No.information,0,0,0,1,No.information
R_3rJrnv6r2eeTQH4,5,No,0,1,0,0,0,0,None,0,0,0,1,0,0,0,0,No.information,0,0,0,1,No.information
R_6G2ZjDTr22H2rHr,3,No,0,1,0,0,0,0,None,0,0,0,1,0,0,0,0,No.information,0,0,0,1,No.information
R_6mcmVXMXhgdhbtn,5,No,0,1,0,0,0,0,None,0,0,0,1,0,0,0,0,No.information,0,0,0,1,No.information
R_7Qxh7CCYPZgU5R7,3,No,0,1,0,0,0,0,None,0,0,0,1,0,0,0,0,No.information,0,0,0,1,No.information
R_8J7aIv7L029g1wZ,2,No,0,1,0,0,0,0,None,0,0,0,1,0,0,0,0,No.information,0,0,0,1,No.information
R_agBwiL6fPtM6R8t,3,Yes,0,1,0,0,0,0,None,0,0,0,1,0,0,0,0,No.information,0,0,0,1,No.information
R_BM9I3oUOR1eyDQJ,4,No,0,1,0,0,0,0,None,0,0,0,1,0,0,0,0,No.information,0,0,0,1,No.information
R_eSeYMaKq8aZRN7D,5,No,0,1,0,0,0,0,None,0,0,0,1,0,0,0,0,No.information,0,0,0,1,No.information
R_OOkWoQqXhyuxriN,5,No,0,1,0,0,0,0,None,0,0,0,1,0,0,0,0,No.information,0,0,0,1,No.information
R_qPCNE7M4V7CmRuF,4,No,0,1,0,0,0,0,None,0,0,0,1,0,0,0,0,No.information,0,0,0,1,No.information
R_tYBixMujEZ4InSx,1,No,0,1,0,0,0,0,None,0,0,0,1,0,0,0,0,No.information,0,0,0,1,No.information
R_u1ZeZquMJHH92RH,5,No,0,1,0,0,0,0,None,0,0,0,1,0,0,0,0,No.information,0,0,0,1,No.information
R_ylr8VGuUzCxElWx,1,No,0,1,0,0,0,0,None,0,0,0,1,0,0,0,0,No.information,0,0,0,1,No.information
R_0OhKFqq3SGRC1ih,5,Yes,0,0,1,0,0,0,Other,0,0,0,1,0,0,0,0,No.information,0,0,0,1,No.information
R_11ZpNKq0ptxoHnB,3,Yes,0,0,1,0,0,0,Other,0,0,0,1,0,0,0,0,No.information,0,0,0,1,No.information
R_1BSjwFagRg1qma7,2,Yes,0,0,1,0,0,0,Other,0,0,0,1,0,0,0,0,No.information,0,0,0,1,No.information
R_1DAq1PC684Oqnzx,5,Yes,0,0,1,0,0,0,Other,0,0,0,1,0,0,0,0,No.information,0,0,0,1,No.information
R_1doyKnBiijhYYbM,5,Yes,0,0,1,0,0,0,Other,0,0,0,1,0,0,0,0,No.information,0,0,0,1,No.information
R_1eWq6H5KI33XAWi,5,Yes,0,0,1,0,0,0,Other,0,0,0,1,0,0,0,0,No.information,0,0,0,1,No.information
R_1j83eXdZJERvey5,3,Yes,0,0,1,0,0,0,Other,0,0,0,1,0,0,0,0,No.information,0,0,0,1,No.information
R_1ltVMgzuTAdoUfu,5,Yes,0,0,1,0,0,0,Other,0,0,0,1,0,0,0,0,No.information,0,0,0,1,No.information
R_2DMu3ISoJrZytKw,3,Yes,0,0,1,0,0,0,Other,0,0,0,1,0,0,0,0,No.information,0,0,0,1,No.information
R_2E5i6UcEoIkNpoW,5,Yes,0,0,1,0,0,0,Other,0,0,0,1,0,0,0,0,No.information,0,0,0,1,No.information
R_2EjjvGVqYgukN6h,3,Yes,0,0,1,0,0,0,Other,0,0,0,1,0,0,0,0,No.information,0,0,0,1,No.information
R_2t2wayiOl6iEEX7,3,Yes,0,0,1,0,0,0,Other,0,0,0,1,0,0,0,0,No.information,0,0,0,1,No.information
R_2yjX9cK2QKSt37M,3,Yes,0,0,1,0,0,0,Other,0,0,0,1,0,0,0,0,No.information,0,0,0,1,No.information
R_2ZHSd9P0swlr9Tf,2,Yes,0,0,1,0,0,0,Other,0,0,0,1,0,0,0,0,No.information,0,0,0,1,No.information
R_2zqhku2NJyfS94x,2,Yes,0,0,1,0,0,0,Other,0,0,0,1,0,0,0,0,No.information,0,0,0,1,No.information
R_3EgwGMmdlXWcR9x,2,Yes,0,0,1,0,0,0,Other,0,0,0,1,0,0,0,0,No.information,0,0,0,1,No.information
R_3emnUWcmQj9i6ZZ,3,Yes,0,0,1,0,0,0,Other,0,0,0,1,0,0,0,0,No.information,0,0,0,1,No.information
R_3yKF9yb0vZgjfmV,3,Yes,0,0,1,0,0,0,Other,0,0,0,1,0,0,0,0,No.information,0,0,0,1,No.information
R_9vt2UVXwXR3aQzX,5,Yes,0,0,1,0,0,0,Other,0,0,0,1,0,0,0,0,No.information,0,0,0,1,No.information
R_9YK9FV3g7x90BA9,5,Yes,0,0,1,0,0,0,Other,0,0,0,1,0,0,0,0,No.information,0,0,0,1,No.information
R_el0Fpuo3UvmYKUt,5,Yes,0,0,1,0,0,0,Other,0,0,0,1,0,0,0,0,No.information,0,0,0,1,No.information
R_NXsVRBFT6emsUff,5,Yes,0,0,1,0,0,0,Other,0,0,0,1,0,0,0,0,No.information,0,0,0,1,No.information
R_R8nmWjnv7IRv2Ol,5,Yes,0,0,1,0,0,0,Other,0,0,0,1,0,0,0,0,No.information,0,0,0,1,No.information
R_tSQDmocFtYv3sAh,5,Yes,0,0,1,0,0,0,Other,0,0,0,1,0,0,0,0,No.information,0,0,0,1,No.information
R_1Q9m4bmh4IZPjQ6,3,Yes,0,0,0,1,0,0,University.1.yr,0,0,0,1,0,0,0,0,No.information,0,0,0,1,No.information
R_25zM28GyH5q02CK,5,Yes,0,0,0,1,0,0,University.1.yr,0,0,0,1,0,0,0,0,No.information,0,0,0,1,No.information
R_2Wva9xSlCknagfs,5,Yes,0,0,0,1,0,0,University.1.yr,0,0,0,1,0,0,0,0,No.information,0,0,0,1,No.information
R_3eyvrTYaeN7xxDO,2,Yes,0,0,0,0,1,0,University.2.yr,0,0,0,1,0,0,0,0,No.information,0,0,0,1,No.information
R_1jP78xeh6o2E7og,5,Yes,0,0,0,0,0,1,University.3.yr,0,0,0,1,0,0,0,0,No.information,0,0,0,1,No.information
R_2AFFfrdRnXrAuWW,5,Yes,0,0,0,0,0,1,University.3.yr,0,0,0,1,0,0,0,0,No.information,0,0,0,1,No.information
R_2q4aOFv3HkZlCRT,5,Yes,0,0,0,0,0,1,University.3.yr,0,0,0,1,0,0,0,0,No.information,0,0,0,1,No.information
R_2v7TXEBAAWUQbiD,2,Yes,0,0,0,0,0,1,University.3.yr,0,0,0,1,0,0,0,0,No.information,0,0,0,1,No.information
R_2vczLjipCJbBYVF,5,Yes,0,0,0,0,0,1,University.3.yr,0,0,0,1,0,0,0,0,No.information,0,0,0,1,No.information
R_2yfkOMLehamYQ4Z,3,Yes,1,0,0,0,0,0,CE,0,0,0,0,0,0,0,1,Other,1,0,0,0,Adequately.prepared
R_DSmiPNTE5u6i385,2,Yes,1,0,0,0,0,0,CE,0,0,0,0,0,0,0,1,Other,1,0,0,0,Adequately.prepared
R_1Cq1A7BqJEok1MA,4,No,0,1,0,0,0,0,None,0,0,0,0,0,0,0,1,Other,1,0,0,0,Adequately.prepared
R_2392Llq8WBnqYXy,5,No,0,1,0,0,0,0,None,0,0,0,0,0,0,0,1,Other,1,0,0,0,Adequately.prepared
R_1H2kV4vLFfKpkma,4,Yes,0,0,1,0,0,0,Other,0,0,0,0,0,0,0,1,Other,1,0,0,0,Adequately.prepared
R_2dKrk1a7aWMSw1P,2,Yes,0,0,1,0,0,0,Other,0,0,0,0,0,0,0,1,Other,1,0,0,0,Adequately.prepared
