ResponseID,clust,Did you pursue further training after placing your first dental implant?,"If Yes, this was CE ","If Yes, this was: None","If Yes, this was: Other","If Yes, this was: Uni1yr","If Yes, this was: Uni2yr","If Yes, this was: Uni3yr","If Yes, this was: ",Supervision.first.implant.1.on.1,Supervision.first.implant.multiple,Supervision.first.implant.no.,Supervision.first.implant.no.information,Supervision.first.implant.other,Supervision.first.implant,Setting.first.implant,Duration.Proc.1.to.2.hr,Duration.Proc.2.to.3.hr,Duration.Proc.Less.than.1.hr,Duration.Proc.More.than.3.hr,Duration.Proc.No.info,Duration.Proc,Area,Surgical.Guide,Challenge.Anasthesia,Challenge.Implant.position,Challenge.Incision,Challenge.No.information,Challenge.prep.osteotomy,Challenge.reflection,Challenge.suturing,Challenge.other,Challenge,Restoration.type.other,Restoration.type.cem.ret.cr,Restoration.type.imp.sup.br,Restoration.type.imp.sup.cd,Restoration.type.no.information,Restoration.type,No complications,Over-prepared.osteotomy,Under-prepared.osteotomy,Inappropriate.implant.positioning,Difficulties.in.flap.design.closure,Wrong sequence of drills,Other.Complication,Reflection.Ad.prep,Reflection.Some.prep,Reflection.not.prep,Reflection.no.infromation,Reflection,Formal.mentor,"If Yes, this was: ",Advice.University,Advice.CE,Adv.mentor,Adv.imp.company,Adv.On.line.Ed,Adv.other
R_2DZVNCgMTc1oXHn,5,1,0,0,1,0,0,0,Other,0,0,1,0,0,No,Private,0,0,1,0,0,Less.than.1.hr,Multiple.implant,0,0,1,0,0,0,0,0,0,Id.implant.position,0,0,0,1,0,imp.sup.cd,1,0,0,0,0,0,0,0,0,1,0,Not.ad.prep,1,Uni,1,1,1,0,1,0
R_3Ego5ZRjQ1wdwQP,5,1,0,0,1,0,0,0,Other,1,0,0,0,0,1on1,Private,1,0,0,0,0,1.to.2.hr,Single.implant,0,0,0,0,0,1,0,0,0,Prep.osteotomy,0,1,0,0,0,Cem.ret.cr,1,0,0,0,0,0,0,0,0,1,0,Not.ad.prep,1,Other,1,1,1,0,1,0
R_3QVOKcoaYvX058J,2,1,0,0,1,0,0,0,Other,1,0,0,0,0,1on1,Private,0,0,1,0,0,Less.than.1.hr,Single.implant,0,0,1,0,0,0,0,0,0,Id.implant.position,0,1,0,0,0,Cem.ret.cr,1,0,0,0,0,0,0,0,0,1,0,Not.ad.prep,1,Assoc,1,1,1,0,1,0
R_1Ncq7gDXbN516QV,2,1,0,0,1,0,0,0,Other,1,0,0,0,0,1on1,Other,1,0,0,0,0,1.to.2.hr,Single.implant,0,0,0,0,0,1,0,0,0,Prep.osteotomy,0,1,0,0,0,Cem.ret.cr,1,0,0,0,0,0,0,0,1,0,0,Som.prep,1,Sr.Coll,1,1,1,0,1,0
R_2mKwl2BLld4j7e9,2,1,0,0,1,0,0,0,Other,1,0,0,0,0,1on1,Private,1,0,0,0,0,1.to.2.hr,Multiple.implant,0,0,0,0,0,0,1,0,0,Reflection,0,0,0,1,0,imp.sup.cd,1,0,0,0,0,0,0,0,1,0,0,Som.prep,1,Other,1,1,1,0,1,0
R_30jjZsnUbdocPSz,3,1,0,0,1,0,0,0,Other,1,0,0,0,0,1on1,Private,0,0,1,0,0,Less.than.1.hr,Single.implant,0,0,1,0,0,0,0,0,0,Id.implant.position,0,1,0,0,0,Cem.ret.cr,1,0,0,0,0,0,0,0,1,0,0,Som.prep,1,Other,1,1,1,0,1,0
R_3efffpIy4W4iYFL,2,1,0,0,1,0,0,0,Other,0,0,1,0,0,No,Private,1,0,0,0,0,1.to.2.hr,Single.implant,0,0,0,0,0,1,0,0,0,Prep.osteotomy,0,0,1,0,0,imp.sup.br,1,0,0,0,0,0,0,0,1,0,0,Som.prep,1,Sr.Coll,1,1,1,0,1,0
R_3eqvvC94dmpyHt4,3,1,0,0,1,0,0,0,Other,1,0,0,0,0,1on1,Private,0,0,1,0,0,Less.than.1.hr,Multiple.implant,0,0,0,1,0,0,0,0,0,Incision,0,0,1,0,0,imp.sup.br,1,0,0,0,0,0,0,0,1,0,0,Som.prep,1,Uni,1,1,1,0,1,0
R_3Gdm22X0fhzcN5j,3,1,0,0,1,0,0,0,Other,1,0,0,0,0,1on1,Uni,0,0,1,0,0,Less.than.1.hr,Multiple.implant,0,0,0,0,0,1,0,0,0,Prep.osteotomy,0,0,0,1,0,imp.sup.cd,1,0,0,0,0,0,0,0,1,0,0,Som.prep,1,Uni,1,1,1,0,1,0
R_3rFZG8XDSxjguFY,3,1,0,0,1,0,0,0,Other,1,0,0,0,0,1on1,Private,0,0,1,0,0,Less.than.1.hr,Single.implant,0,0,1,0,0,0,0,0,0,Id.implant.position,0,1,0,0,0,Cem.ret.cr,1,0,0,0,0,0,0,0,1,0,0,Som.prep,1,Sr.Coll,1,1,1,0,1,0
R_PBv7rDPgAhag8xP,4,1,0,0,1,0,0,0,Other,1,0,0,0,0,1on1,CE,1,0,0,0,0,1.to.2.hr,Single.implant,0,0,0,0,0,0,0,1,0,Suturing,0,1,0,0,0,Cem.ret.cr,1,0,0,0,0,0,0,0,1,0,0,Som.prep,1,Sr.Coll,1,1,1,0,1,0
R_RRJlQhR3uBHdzBD,1,1,0,0,1,0,0,0,Other,1,0,0,0,0,1on1,Private,1,0,0,0,0,1.to.2.hr,Single.implant,0,0,0,0,0,1,0,0,0,Prep.osteotomy,0,1,0,0,0,Cem.ret.cr,1,0,0,0,0,0,0,0,1,0,0,Som.prep,1,Other,1,1,1,0,1,0
R_3qap4Hn9i4IYSzS,4,1,0,0,1,0,0,0,Other,0,1,0,0,0,Multiple,CE,0,0,1,0,0,Less.than.1.hr,Single.implant,0,0,0,0,0,1,0,0,0,Prep.osteotomy,0,1,0,0,0,Cem.ret.cr,0,1,0,0,0,0,0,0,1,0,0,Som.prep,1,Assoc,1,1,1,0,1,0
R_8cdYyOWVhjgFJ29,2,1,0,0,1,0,0,0,Other,1,0,0,0,0,1on1,Private,0,0,1,0,0,Less.than.1.hr,Single.implant,0,0,0,0,0,1,0,0,0,Prep.osteotomy,0,1,0,0,0,Cem.ret.cr,0,0,1,0,0,0,0,0,1,0,0,Som.prep,1,Sr.Coll,1,1,1,0,1,0
R_smMCmVhDVDHzBu1,1,1,0,0,1,0,0,0,Other,1,0,0,0,0,1on1,Private,0,0,1,0,0,Less.than.1.hr,Multiple.implant,0,0,0,0,0,1,0,0,0,Prep.osteotomy,0,0,0,1,0,imp.sup.cd,0,0,0,1,0,0,0,0,0,1,0,Not.ad.prep,1,Uni,1,1,1,0,1,0
R_2UVgfNooxkEs7ZG,5,1,0,0,1,0,0,0,Other,1,0,0,0,0,1on1,Uni,1,0,0,0,0,1.to.2.hr,Single.implant,0,0,0,0,0,1,0,0,0,Prep.osteotomy,0,1,0,0,0,Cem.ret.cr,0,0,0,1,0,0,0,0,1,0,0,Som.prep,1,Uni,1,1,1,0,1,0
R_2zkdxylcqAGmj8v,3,1,0,0,1,0,0,0,Other,1,0,0,0,0,1on1,Private,0,0,1,0,0,Less.than.1.hr,Single.implant,0,0,1,0,0,0,0,0,0,Id.implant.position,0,1,0,0,0,Cem.ret.cr,0,0,0,1,0,0,0,0,1,0,0,Som.prep,1,Sr.Coll,1,1,1,0,1,0
R_2zraGmf3qVJ8jvu,4,1,0,0,1,0,0,0,Other,1,0,0,0,0,1on1,Uni,1,0,0,0,0,1.to.2.hr,Single.implant,0,0,1,0,0,0,0,0,0,Id.implant.position,0,1,0,0,0,Cem.ret.cr,0,0,0,1,0,0,0,0,1,0,0,Som.prep,1,Sr.Coll,1,1,1,0,1,0
R_31T6eMIyZvOCB3o,3,1,0,0,1,0,0,0,Other,0,1,0,0,0,Multiple,CE,0,0,1,0,0,Less.than.1.hr,Single.implant,0,0,1,0,0,0,0,0,0,Id.implant.position,0,0,1,0,0,imp.sup.br,0,0,0,1,0,0,0,0,1,0,0,Som.prep,1,Assoc,1,1,1,0,1,0
R_NWGzX3zHOLkKi8F,4,1,0,0,1,0,0,0,Other,1,0,0,0,0,1on1,Uni,0,0,1,0,0,Less.than.1.hr,Single.implant,0,0,0,0,0,0,1,0,0,Reflection,0,1,0,0,0,Cem.ret.cr,0,0,0,1,0,0,0,0,1,0,0,Som.prep,1,Sr.Coll,1,1,1,0,1,0
R_31NKEv1UFZdQZ4j,3,1,0,0,1,0,0,0,Other,0,0,1,0,0,No,Private,0,0,1,0,0,Less.than.1.hr,Single.implant,0,0,0,0,0,1,0,0,0,Prep.osteotomy,0,1,0,0,0,Cem.ret.cr,1,0,0,1,0,0,0,0,1,0,0,Som.prep,1,Uni,1,1,1,0,1,0
R_AAn6ShMvsHHPDLr,1,1,0,0,1,0,0,0,Other,1,0,0,0,0,1on1,Private,0,0,1,0,0,Less.than.1.hr,Single.implant,0,0,0,0,0,1,0,0,0,Prep.osteotomy,0,1,0,0,0,Cem.ret.cr,0,0,1,1,0,0,0,0,0,1,0,Not.ad.prep,1,Sr.Coll,1,1,1,0,1,0
R_RCgcaE4HwWKhguR,3,1,0,0,1,0,0,0,Other,1,0,0,0,0,1on1,Private,0,1,0,0,0,2.to.3.hr,Single.implant,0,0,0,0,0,0,1,0,0,Reflection,0,0,1,0,0,imp.sup.br,0,0,0,0,1,0,0,0,1,0,0,Som.prep,1,Sr.Coll,1,1,1,0,1,0
R_2y3nACYy7RcX0qN,3,1,0,0,1,0,0,0,Other,1,0,0,0,0,1on1,CE,0,0,1,0,0,Less.than.1.hr,Single.implant,0,0,0,0,0,0,0,1,0,Suturing,0,1,0,0,0,Cem.ret.cr,0,0,0,1,1,0,0,0,1,0,0,Som.prep,1,Other,1,1,1,0,1,0
R_2AWQEDGrWOD2M8V,2,1,0,0,1,0,0,0,Other,0,0,1,0,0,No,Private,0,0,1,0,0,Less.than.1.hr,Single.implant,0,0,1,0,0,0,0,0,0,Id.implant.position,0,1,0,0,0,Cem.ret.cr,0,0,1,1,0,1,0,0,1,0,0,Som.prep,1,Other,1,1,1,0,1,0
R_08MCgaOLBpgf3yl,2,1,0,0,1,0,0,0,Other,1,0,0,0,0,1on1,Private,0,0,1,0,0,Less.than.1.hr,Single.implant,0,0,0,0,0,0,0,1,0,Suturing,0,0,1,0,0,imp.sup.br,0,0,1,0,1,1,0,0,1,0,0,Som.prep,1,Sr.Coll,1,1,1,0,1,0
R_2R4G9cuLjrcSc32,2,1,0,0,1,0,0,0,Other,1,0,0,0,0,1on1,Private,1,0,0,0,0,1.to.2.hr,Multiple.implant,0,0,1,0,0,0,0,0,0,Id.implant.position,0,0,1,0,0,imp.sup.br,0,0,1,0,0,0,1,0,1,0,0,Som.prep,1,Other,1,1,1,0,1,0
R_1kRfQ2zeVEVL3HL,2,1,0,0,1,0,0,0,Other,0,0,1,0,0,No,Private,0,0,1,0,0,Less.than.1.hr,Multiple.implant,0,0,1,0,0,0,0,0,0,Id.implant.position,0,0,0,1,0,imp.sup.cd,1,0,0,0,0,0,0,0,1,0,0,Som.prep,0,Not.applicable,0,1,0,1,1,0
R_30vptijWMRvQm2h,2,1,0,0,1,0,0,0,Other,0,1,0,0,0,Multiple ,Private,0,0,1,0,0,Less.than.1.hr,Single.implant,0,0,0,0,0,0,0,1,0,Suturing,0,0,0,1,0,imp.sup.cd,1,0,0,0,0,0,0,0,1,0,0,Som.prep,1,Sr.Coll,0,0,1,1,1,0
R_2wn6HSCAYqYkEp7,5,1,0,0,1,0,0,0,Other,1,0,0,0,0,1on1,Private,1,0,0,0,0,1.to.2.hr,Single.implant,0,0,0,0,0,0,0,1,0,Suturing,0,0,1,0,0,imp.sup.br,1,0,0,0,0,0,0,0,1,0,0,Som.prep,0,Not.applicable,1,0,1,1,1,0
R_3PLbcQHMAZli2Gg,3,1,0,0,1,0,0,0,Other,0,0,1,0,0,No,Private,1,0,0,0,0,1.to.2.hr,Multiple.implant,0,0,1,0,0,0,0,0,0,Id.implant.position,1,0,0,0,0,Other,1,0,0,0,0,0,0,1,0,0,0,Ad.prep,1,Other,1,0,1,1,1,0
R_2ZZEvhzuQvmX2GB,3,1,0,0,1,0,0,0,Other,1,0,0,0,0,1on1,Private,0,0,1,0,0,Less.than.1.hr,Single.implant,0,0,0,0,0,0,0,1,0,Suturing,0,0,1,0,0,imp.sup.br,1,0,0,0,0,0,0,0,1,0,0,Som.prep,0,Not.applicable,0,1,1,1,1,0
R_33pQiIJYide0XoW,3,1,0,0,1,0,0,0,Other,0,0,1,0,0,No,Private,1,0,0,0,0,1.to.2.hr,Single.implant,0,0,1,0,0,0,0,0,0,Id.implant.position,0,0,1,0,0,imp.sup.br,0,0,0,1,0,0,0,0,1,0,0,Som.prep,0,Not.applicable,0,1,1,1,1,0
R_1gcqen4zDp5t7Sf,3,1,0,0,1,0,0,0,Other,1,0,0,0,0,1on1,Private,1,0,0,0,0,1.to.2.hr,Multiple.implant,0,0,0,0,0,0,0,1,0,Suturing,0,0,0,1,0,imp.sup.cd,0,0,1,0,1,0,0,0,1,0,0,Som.prep,0,Not.applicable,0,1,1,1,1,0
R_2EiQy6bfY5xCbaF,3,1,0,0,1,0,0,0,Other,1,0,0,0,0,1on1,Private,1,0,0,0,0,1.to.2.hr,Multiple.implant,0,0,0,0,0,0,1,0,0,Reflection,0,0,1,0,0,imp.sup.br,1,0,0,0,0,0,0,0,1,0,0,Som.prep,1,Other,0,1,1,1,1,0
R_6VBYUF2As5IyjJf,2,1,0,0,1,0,0,0,Other,1,0,0,0,0,1on1,CE,0,0,1,0,0,Less.than.1.hr,Single.implant,0,0,1,0,0,0,0,0,0,Id.implant.position,0,1,0,0,0,Cem.ret.cr,1,0,0,0,0,0,0,0,1,0,0,Som.prep,1,Sr.Pr,0,1,1,1,1,0
R_1j9Di9Zsa04eGyM,2,1,0,0,1,0,0,0,Other,1,0,0,0,0,1on1,Private,0,0,1,0,0,Less.than.1.hr,Single.implant,0,0,1,0,0,0,0,0,0,Id.implant.position,0,0,1,0,0,imp.sup.br,0,1,0,0,0,0,0,0,0,1,0,Not.ad.prep,1,Assoc,0,1,1,1,1,0
R_1lm18YLkKgWwrQn,2,1,0,0,1,0,0,0,Other,1,0,0,0,0,1on1,Private,1,0,0,0,0,1.to.2.hr,Single.implant,0,0,0,0,0,0,0,1,0,Suturing,0,1,0,0,0,Cem.ret.cr,1,0,0,1,0,1,0,0,1,0,0,Som.prep,1,Other,0,1,1,1,1,0
R_1H2kV4vLFfKpkma,4,1,0,0,1,0,0,0,Other,0,0,1,0,0,No,Uni,0,0,1,0,0,Less.than.1.hr,Single.implant,0,0,0,0,0,0,0,0,1,Other,0,0,1,0,0,imp.sup.br,1,0,0,0,0,0,0,1,0,0,0,Ad.prep,0,Not.applicable,1,1,1,1,1,0
R_26mwIE1xXTLakte,1,1,0,0,1,0,0,0,Other,0,0,1,0,0,No,Private,0,0,1,0,0,Less.than.1.hr,Single.implant,0,0,1,0,0,0,0,0,0,Id.implant.position,0,1,0,0,0,Cem.ret.cr,1,0,0,0,0,0,0,1,0,0,0,Ad.prep,0,Not.applicable,1,1,1,1,1,0
R_28ORestEIeLvk55,1,1,0,0,1,0,0,0,Other,0,0,0,0,1,Other,Private,0,0,1,0,0,Less.than.1.hr,Multiple.implant,0,0,0,0,0,1,0,0,0,Prep.osteotomy,0,1,0,0,0,Cem.ret.cr,1,0,0,0,0,0,0,1,0,0,0,Ad.prep,0,Not.applicable,1,1,1,1,1,0
R_2fJX3r9YBZDWX9X,4,1,0,0,1,0,0,0,Other,1,0,0,0,0,1on1,Uni,0,0,1,0,0,Less.than.1.hr,Single.implant,0,0,0,0,0,1,0,0,0,Prep.osteotomy,0,1,0,0,0,Cem.ret.cr,1,0,0,0,0,0,0,1,0,0,0,Ad.prep,0,Not.applicable,1,1,1,1,1,0
R_3Rq5TVoC5B96iMp,2,1,0,0,1,0,0,0,Other,1,0,0,0,0,1on1,Private,1,0,0,0,0,1.to.2.hr,Single.implant,0,0,0,0,0,1,0,0,0,Prep.osteotomy,0,1,0,0,0,Cem.ret.cr,1,0,0,0,0,0,0,1,0,0,0,Ad.prep,0,Not.applicable,1,1,1,1,1,0
R_24ko25VpEAMLCEA,3,1,0,0,1,0,0,0,Other,0,1,0,0,0,Multiple ,Private,1,0,0,0,0,1.to.2.hr,Single.implant,0,0,0,0,0,0,0,1,0,Suturing,0,1,0,0,0,Cem.ret.cr,1,0,0,0,0,0,0,0,1,0,0,Som.prep,0,Not.applicable,1,1,1,1,1,0
R_27ItwAgNUVIfGFS,4,1,0,0,1,0,0,0,Other,1,0,0,0,0,1on1,Uni,0,0,1,0,0,Less.than.1.hr,Single.implant,0,0,1,0,0,0,0,0,0,Id.implant.position,0,1,0,0,0,Cem.ret.cr,1,0,0,0,0,0,0,0,1,0,0,Som.prep,0,Not.applicable,1,1,1,1,1,0
R_2aqOaRIzRTgAe8h,2,1,0,0,1,0,0,0,Other,0,0,1,0,0,No,Private,0,0,1,0,0,Less.than.1.hr,Single.implant,0,0,0,0,0,1,0,0,0,Prep.osteotomy,0,1,0,0,0,Cem.ret.cr,0,1,0,0,0,0,0,0,1,0,0,Som.prep,0,Not.applicable,1,1,1,1,1,0
R_C96w1igcC9XuVlT,3,1,0,0,1,0,0,0,Other,0,0,1,0,0,No,Private,1,0,0,0,0,1.to.2.hr,Single.implant,0,1,0,0,0,0,0,0,0,Anasthesia,0,1,0,0,0,Cem.ret.cr,1,0,0,1,0,0,0,0,1,0,0,Som.prep,0,Not.applicable,1,1,1,1,1,0
R_ukAozErZwti9C49,1,1,0,0,1,0,0,0,Other,0,0,0,0,1,Other,Private,0,1,0,0,0,2.to.3.hr,Single.implant,0,0,0,0,0,1,0,0,0,Prep.osteotomy,0,0,1,0,0,imp.sup.br,0,0,1,0,1,0,0,0,0,1,0,Not.ad.prep,0,Not.applicable,1,1,1,1,1,0
R_3KvHQKwYwG1VbD0,4,1,0,0,1,0,0,0,Other,0,1,0,0,0,Multiple,Uni,1,0,0,0,0,1.to.2.hr,Single.implant,0,0,1,0,0,0,0,0,0,Id.implant.position,0,1,0,0,0,Cem.ret.cr,0,0,0,1,0,1,0,0,1,0,0,Som.prep,0,Not.applicable,1,1,1,1,1,0
R_2bUcr3PsUNTdMzF,5,1,0,0,1,0,0,0,Other,0,1,0,0,0,Multiple ,Private,1,0,0,0,0,1.to.2.hr,Single.implant,0,0,1,0,0,0,0,0,0,Id.implant.position,0,1,0,0,0,Cem.ret.cr,0,0,0,1,0,0,1,0,0,1,0,Not.ad.prep,0,Not.applicable,1,1,1,1,1,0
R_1FlcARCBpv5lzXm,3,1,0,0,1,0,0,0,Other,1,0,0,0,0,1on1,Private,0,0,1,0,0,Less.than.1.hr,Single.implant,0,1,0,0,0,0,0,0,0,Anasthesia,0,1,0,0,0,Cem.ret.cr,1,0,0,0,0,0,0,1,0,0,0,Ad.prep,1,Assoc,1,1,1,1,1,0
R_3kd00dzmxvT9sYu,2,1,0,0,1,0,0,0,Other,1,0,0,0,0,1on1,Private,0,0,1,0,0,Less.than.1.hr,Single.implant,0,0,0,0,0,1,0,0,0,Prep.osteotomy,0,1,0,0,0,Cem.ret.cr,1,0,0,0,0,0,0,1,0,0,0,Ad.prep,1,Other,1,1,1,1,1,0
R_3prKaGPhhBrEYr7,2,1,0,0,1,0,0,0,Other,0,0,1,0,0,No,Private,0,0,1,0,0,Less.than.1.hr,Multiple.implant,0,0,0,1,0,0,0,0,0,Incision,0,0,0,1,0,imp.sup.cd,1,0,0,0,0,0,0,1,0,0,0,Ad.prep,1,Assoc,1,1,1,1,1,0
R_cSZ9T1LfkbGO5RT,3,1,0,0,1,0,0,0,Other,1,0,0,0,0,1on1,Private,0,0,1,0,0,Less.than.1.hr,Single.implant,0,0,1,0,0,0,0,0,0,Id.implant.position,0,0,1,0,0,imp.sup.br,1,0,0,0,0,0,0,1,0,0,0,Ad.prep,1,Sr.Coll,1,1,1,1,1,0
R_DtKOrkDdIf9fKoh,4,1,0,0,1,0,0,0,Other,1,0,0,0,0,1on1,Uni,0,0,1,0,0,Less.than.1.hr,Single.implant,0,0,1,0,0,0,0,0,0,Id.implant.position,0,1,0,0,0,Cem.ret.cr,1,0,0,0,0,0,0,1,0,0,0,Ad.prep,1,Uni,1,1,1,1,1,0
R_puaMrH469oZCnNT,2,1,0,0,1,0,0,0,Other,1,0,0,0,0,1on1,Private,0,0,1,0,0,Less.than.1.hr,Single.implant,0,0,0,0,0,1,0,0,0,Prep.osteotomy,0,1,0,0,0,Cem.ret.cr,1,0,0,0,0,0,0,1,0,0,0,Ad.prep,1,Other,1,1,1,1,1,0
R_u5671n9CK1vs2EF,4,1,0,0,1,0,0,0,Other,1,0,0,0,0,1on1,Uni,0,0,1,0,0,Less.than.1.hr,Single.implant,0,0,0,0,1,0,0,1,0,No.information,0,1,0,0,0,Cem.ret.cr,1,0,0,0,0,0,0,1,0,0,0,Ad.prep,1,Uni,1,1,1,1,1,0
R_29hKxX4FQl4s0fn,3,1,0,0,1,0,0,0,Other,1,0,0,0,0,1on1,CE,0,0,1,0,0,Less.than.1.hr,Single.implant,0,0,1,0,0,0,0,0,0,Id.implant.position,0,1,0,0,0,Cem.ret.cr,1,0,0,0,0,0,0,0,1,0,0,Som.prep,1,Sr.Coll,1,1,1,1,1,0
R_2rkBmM5M4R973Cy,4,1,0,0,1,0,0,0,Other,0,1,0,0,0,Multiple,Uni,0,1,0,0,0,2.to.3.hr,Single.implant,0,0,1,0,0,0,0,0,0,Id.implant.position,0,0,1,0,0,imp.sup.br,1,0,0,0,0,0,0,0,1,0,0,Som.prep,1,Uni,1,1,1,1,1,0
R_3kMK47kvJ8tj6JI,4,1,0,0,1,0,0,0,Other,1,0,0,0,0,1on1,Uni,1,0,0,0,0,1.to.2.hr,Single.implant,0,0,0,0,0,1,0,0,0,Prep.osteotomy,0,1,0,0,0,Cem.ret.cr,1,0,0,0,0,0,0,0,1,0,0,Som.prep,1,Sr.Coll,1,1,1,1,1,0
R_3PNoJujBCVuipwR,4,1,0,0,1,0,0,0,Other,0,1,0,0,0,Multiple,Uni,1,0,0,0,0,1.to.2.hr,Single.implant,0,0,1,0,0,0,0,0,0,Id.implant.position,0,0,1,0,0,imp.sup.br,1,0,0,0,0,0,0,0,1,0,0,Som.prep,1,Assoc,1,1,1,1,1,0
R_1ewy18x79zeRpQX,3,1,0,0,1,0,0,0,Other,0,0,1,0,0,No,Private,1,0,0,0,0,1.to.2.hr,Single.implant,0,0,0,0,0,1,0,0,0,Prep.osteotomy,0,1,0,0,0,Cem.ret.cr,0,1,0,0,0,0,0,0,1,0,0,Som.prep,1,Sr.Coll,1,1,1,1,1,0
R_2fDqjmGB7GKspIT,4,1,0,0,1,0,0,0,Other,1,0,0,0,0,1on1,Uni,0,0,1,0,0,Less.than.1.hr,Single.implant,0,0,1,0,0,0,0,0,0,Id.implant.position,0,0,1,0,0,imp.sup.br,0,0,1,0,0,0,0,1,0,0,0,Ad.prep,1,Uni,1,1,1,1,1,0
R_2ClaowrWpzQKEJ5,3,1,0,0,1,0,0,0,Other,1,0,0,0,0,1on1,CE,0,0,1,0,0,Less.than.1.hr,Multiple.implant,0,0,0,0,0,0,0,1,0,Suturing,0,0,0,1,0,imp.sup.cd,0,0,1,0,0,0,0,0,1,0,0,Som.prep,1,Other,1,1,1,1,1,0
R_PN9thf0iwmVK5sl,1,1,0,0,1,0,0,0,Other,1,0,0,0,0,1on1,Uni,0,0,1,0,0,Less.than.1.hr,Single.implant,0,0,1,0,0,0,0,0,0,Id.implant.position,0,0,1,0,0,imp.sup.br,0,0,1,0,0,0,0,0,1,0,0,Som.prep,1,Sr.Coll,1,1,1,1,1,0
R_3KJAKgaujGeqDqK,5,1,0,0,1,0,0,0,Other,1,0,0,0,0,1on1,Uni,0,0,1,0,0,Less.than.1.hr,Single.implant,0,0,0,1,0,0,0,0,0,Incision,0,1,0,0,0,Cem.ret.cr,0,0,0,0,1,0,0,0,0,1,0,Not.ad.prep,1,Other,1,1,1,1,1,0
R_3maWv9w0u2FdkyC,2,1,0,0,1,0,0,0,Other,0,1,0,0,0,Multiple,CE,1,0,0,0,0,1.to.2.hr,Single.implant,0,0,0,0,0,1,0,0,0,Prep.osteotomy,0,0,1,0,0,imp.sup.br,0,0,0,0,1,0,0,0,1,0,0,Som.prep,1,Assoc,1,1,1,1,1,0
R_31Gf4vgxoQjqwlj,3,1,0,0,1,0,0,0,Other,0,1,0,0,0,Multiple,Uni,1,0,0,0,0,1.to.2.hr,Single.implant,0,0,0,0,0,0,0,1,0,Suturing,0,1,0,0,0,Cem.ret.cr,0,1,0,1,1,0,0,0,1,0,0,Som.prep,1,Uni,1,1,1,1,1,0
R_3Lb9pZIXnIjJqq3,2,1,0,0,1,0,0,0,Other,1,0,0,0,0,1on1,Private,0,0,1,0,0,Less.than.1.hr,Single.implant,0,0,0,0,0,0,0,1,0,Suturing,0,1,0,0,0,Cem.ret.cr,0,0,1,1,1,1,0,0,1,0,0,Som.prep,1,Sr.Coll,1,1,1,1,1,0
R_3J8mL7IC63wlsnr,2,1,0,0,1,0,0,0,Other,0,0,0,0,1,Other,Other,0,0,0,1,0,more.than.3.hr,Single.implant,0,0,0,0,0,0,1,0,0,Reflection,0,1,0,0,0,Cem.ret.cr,0,0,0,0,0,0,1,0,0,1,0,Not.ad.prep,0,Not.applicable,0,0,0,0,0,1
R_2OHDIFJqRlwUUmi,1,1,0,0,1,0,0,0,Other,0,0,1,0,0,No,Private,0,0,1,0,0,Less.than.1.hr,Single.implant,0,0,1,0,0,0,0,0,0,Id.implant.position,0,1,0,0,0,Cem.ret.cr,1,0,0,0,0,0,0,1,0,0,0,Ad.prep,0,Not.applicable,0,0,1,0,0,1
R_ODmOgXS1v9uxGff,2,1,0,0,1,0,0,0,Other,1,0,0,0,0,1on1,Private,0,1,0,0,0,2.to.3.hr,Single.implant,0,0,0,0,0,0,0,1,0,Suturing,0,1,0,0,0,Cem.ret.cr,0,0,0,1,0,0,0,0,0,1,0,Not.ad.prep,0,Not.applicable,0,0,1,0,0,1
R_es2ZethDUVbqV8Z,3,1,0,0,1,0,0,0,Other,1,0,0,0,0,1on1,Uni,0,0,1,0,0,Less.than.1.hr,Single.implant,0,0,0,0,0,0,0,0,1,Other,0,1,0,0,0,Cem.ret.cr,1,0,0,0,0,0,0,1,0,0,0,Ad.prep,1,Sr.Pr,0,1,1,0,0,1
R_2TT2EVuyWD1YOFf,1,1,0,0,1,0,0,0,Other,0,0,1,0,0,No,Private,1,0,0,0,0,1.to.2.hr,Single.implant,0,0,0,0,0,0,0,1,0,Suturing,0,1,0,0,0,Cem.ret.cr,1,0,0,0,0,0,0,0,1,0,0,Som.prep,0,Not.applicable,1,1,1,0,1,1
R_3maVkzsBtyyR10d,2,1,0,0,1,0,0,0,Other,1,0,0,0,0,1on1,Private,0,0,1,0,0,Less.than.1.hr,Single.implant,0,0,0,0,0,0,0,1,0,Suturing,0,1,0,0,0,Cem.ret.cr,1,0,0,0,0,0,0,0,1,0,0,Som.prep,0,Not.applicable,1,0,1,1,1,1
R_2R2HUMWN59MVcf4,3,1,0,0,1,0,0,0,Other,1,0,0,0,0,1on1,CE,0,0,1,0,0,Less.than.1.hr,Single.implant,0,0,0,0,0,0,1,0,0,Reflection,0,1,0,0,0,Cem.ret.cr,1,0,0,0,0,0,0,0,1,0,0,Som.prep,0,Not.applicable,1,1,1,1,1,1
R_r8vEWszsCAOVStr,3,1,0,0,1,0,0,0,Other,1,0,0,0,0,1on1,Private,0,0,1,0,0,Less.than.1.hr,Single.implant,0,0,1,0,0,0,0,0,0,Id.implant.position,0,1,0,0,0,Cem.ret.cr,1,0,0,0,0,0,0,1,0,0,0,Ad.prep,1,Sr.Coll,1,1,1,1,1,1
